gid,tipo_recorrido,cantidad_paradas,linea_ramal,lng,lat
917,VUELTA,2,106-C 110-B 102-A,-58.785839273517162,-27.490009741940881
918,VUELTA,1,106-C,-58.785244074515553,-27.491596436240769
919,VUELTA,1,106-C,-58.785535261916017,-27.493372226240737
920,VUELTA,1,106-C,-58.785717819716275,-27.494905108740696
921,VUELTA,1,106-C,-58.784806203913988,-27.495889144140573
928,VUELTA,14,106-C 106-B 106-A 102-A 102-B 103-D 103-C-ESPERANZA-PUERTO 103-A 103-B 105-C-250VIV 105-C-PERICHON 101-B 101-C 110-A 108-A-B 105-A 105-B,-58.838515508811078,-27.461517607228032
937,IDA,1,104-A,-58.844570766257078,-27.486658489446654
938,IDA,1,104-A 110-A,-58.844280584756653,-27.484449355046713
942,IDA,1,104-A 110-A,-58.843030675354761,-27.475274356146926
943,IDA,1,104-A 110-A,-58.841119769279643,-27.474601309132691
944,IDA,1,104-A,-58.824861056213074,-27.463007524745674
945,IDA,1,104-A,-58.824652933512738,-27.461605232345711
946,IDA,1,104-A,-58.82459291911281,-27.459719052645781
947,IDA,3,104-A 104-C 104-D,-58.819278876300011,-27.461450921445199
948,VUELTA,1,104-A 104-C 104-D,-58.819374932899905,-27.464247292045116
949,VUELTA,1,104-A,-58.820822403803334,-27.464267911545253
950,VUELTA,1,104-A,-58.822140709506463,-27.464278137445362
951,VUELTA,1,104-A,-58.823588850909907,-27.464251315345514
952,VUELTA,2,104-A 110-A,-58.842028451152544,-27.473870722646893
954,VUELTA,2,104-A 110-A,-58.844570179558438,-27.47488945924708
955,VUELTA,1,104-A,-58.844728178358572,-27.477143520647033
956,VUELTA,1,104-A,-58.845085415159112,-27.479702012746955
957,VUELTA,1,104-A,-58.84536084445952,-27.481739737246912
958,IDA,1,104-A,-58.83832096774146,-27.4933119603458
959,IDA,1,104-A,-58.838541160342487,-27.48898614394599
960,IDA,1,101-B 101-C,-58.840598088644477,-27.468543312057179
964,VUELTA,2,104-D 103-A,-58.833620396430284,-27.493353283145368
965,IDA,1,104-D,-58.826523774313273,-27.494656752944646
966,IDA,1,104-D 103-A,-58.826177182612682,-27.492746014244677
967,IDA,2,104-D 110-A,-58.825775857111957,-27.490705104644732
968,IDA,1,104-D,-58.826917671587978,-27.490375027218164
969,IDA,1,104-D,-58.829136685348999,-27.490131571519985
970,IDA,1,104-D,-58.830635746733819,-27.490001915471598
972,IDA,2,104-D 103-A,-58.830687736223943,-27.488015100445292
973,IDA,1,104-D,-58.831365245425843,-27.485501954445446
975,IDA,1,103-A,-58.831872018010174,-27.493622226171695
976,IDA,1,104-D,-58.83404175473212,-27.486279962745694
978,IDA,1,104-D,-58.836263797237478,-27.485493907845918
979,IDA,2,104-D 104-C,-58.837500379440584,-27.484009053646076
980,IDA,2,104-D 104-C,-58.837198714740147,-27.481665557346147
981,IDA,2,104-D 104-C,-58.836925883839754,-27.479635879546201
982,IDA,1,104-D,-58.829899418221366,-27.494028277844979
983,IDA,3,104-D 104-A 104-C,-58.82990377682524,-27.461301891246215
984,IDA,2,104-D 104-C,-58.827188543018764,-27.461510684445972
985,IDA,2,104-D 104-C,-58.827179071518891,-27.460321460046
986,VUELTA,2,104-D 104-C,-58.825602351715261,-27.459423255245891
987,IDA,1,104-D 103-A 110-B,-58.826752935513838,-27.494471009944679
988,IDA,3,104-D 104-A 104-C,-58.819321235852705,-27.462933022712818
989,VUELTA,2,104-D 104-C,-58.817951098996517,-27.464273778844962
990,VUELTA,2,104-D 104-C,-58.817896448996535,-27.463084973545008
992,VUELTA,2,104-D 104-C,-58.817851941096599,-27.461833220045058
993,IDA,1,104-D,-58.825090720309689,-27.49607924564447
994,IDA,1,104-D,-58.825319462410086,-27.497346170344425
996,VUELTA,1,104-D,-58.835341620335278,-27.48572390724582
997,VUELTA,1,104-D,-58.834231269532623,-27.485790208045717
998,VUELTA,1,104-D,-58.833182525829478,-27.491289490945398
999,VUELTA,1,104-D,-58.833391151429879,-27.492205297645381
1000,IDA,1,104-D,-58.826999195814118,-27.496990610044605
1001,IDA,1,104-D,-58.826803394613783,-27.49588453404462
1002,IDA,7,103-C-ESPERANZA-PUERTO 103-B 103-A 106-A 105-C-PERICHON 106-B 106-C,-58.832713488128803,-27.464899808752836
1004,IDA,1,103-A,-58.826227390211109,-27.506907826444159
1013,IDA,2,103-A 104-C,-58.831227782223436,-27.503094311944775
1014,IDA,2,103-A 104-C,-58.831214203523601,-27.501456823344835
1015,IDA,2,109-A 109-B-YECOHA 103-A,-58.815911081816914,-27.508446344892583
1016,IDA,2,103-A 104-C,-58.830860151923083,-27.498848877944916
1017,IDA,1,103-A,-58.829900675420802,-27.49879934094481
1018,IDA,1,103-A,-58.828997525418622,-27.498918112444713
1019,IDA,2,103-A 104-C,-58.827703359515546,-27.499084912344593
1020,IDA,2,103-A 104-C,-58.825503277610323,-27.499002099144377
1022,IDA,3,103-A 104-C 110-B,-58.827435976815124,-27.497121451544647
1023,IDA,2,103-A 104-C,-58.828637438818006,-27.496908048244748
1024,IDA,2,109-A 109-B-YECOHA 103-A,-58.817566466197867,-27.508645005725434
1025,IDA,3,103-A 104-C 110-B,-58.829583588120293,-27.496754659444861
1026,IDA,2,103-A 104-C,-58.830507190022495,-27.496597834044952
1027,IDA,3,103-A 104-C 110-B,-58.832227743226618,-27.496282590645123
1028,IDA,1,103-A,-58.831630281225664,-27.492566892945213
1029,IDA,1,103-A,-58.831261561224984,-27.490930913145235
1030,IDA,1,103-A,-58.830771454862436,-27.489766200434122
1032,IDA,1,103-A,-58.83100038112503,-27.484974900345438
1033,IDA,1,103-A,-58.830757892724726,-27.482924351545481
1034,IDA,1,103-A,-58.830456479424321,-27.480024548345565
1035,IDA,1,103-A,-58.830272999624086,-27.478464424745628
1036,VUELTA,5,103-A 103-B 103-C-ESPERANZA-PUERTO 103-D 101-B 101-C,-58.839090578251628,-27.466163584855867
1037,VUELTA,1,103-A,-58.831492398927182,-27.476816291145781
1038,VUELTA,1,103-A,-58.831801355827658,-27.479060797145731
1039,VUELTA,1,103-A,-58.832113665528126,-27.481368586545685
1040,VUELTA,1,103-A,-58.832403344128537,-27.483625497745646
1041,VUELTA,2,103-A 104-D,-58.832540220628623,-27.48574502964555
1042,VUELTA,1,103-A,-58.832648933928695,-27.487153859945497
1043,VUELTA,2,103-A 104-D,-58.832852865629071,-27.488162286645483
1044,VUELTA,1,103-A,-58.833186465329568,-27.49067509744544
1045,IDA,1,103-A 109-A 109-B-YECOHA,-58.826252629547142,-27.509479406533089
1047,VUELTA,2,103-A 110-B,-58.829078746019391,-27.494150569744885
1050,VUELTA,1,103-A,-58.824960214109801,-27.49252758184458
1051,VUELTA,1,103-A,-58.82464421630899,-27.493053630144527
1052,VUELTA,1,103-A,-58.824894369925985,-27.49486566896551
1053,VUELTA,1,103-A,-58.82503033530346,-27.495601264038388
1054,VUELTA,2,103-A 110-B 104-C,-58.825455165510412,-27.497312894244445
1055,VUELTA,2,103-A 110-B,-58.825754147910907,-27.499189183244397
1056,VUELTA,1,103-A,-58.827700593515544,-27.498940073044601
1057,VUELTA,1,103-A,-58.828964919818581,-27.498798167444729
1058,VUELTA,1,103-A,-58.829883324920772,-27.498726921244813
1059,VUELTA,1,103-A,-58.830813380922976,-27.498580070344907
1060,VUELTA,2,103-A 104-C,-58.831534392224185,-27.502978306344815
1061,VUELTA,2,103-A 104-C,-58.827928246015553,-27.503608876944444
1062,VUELTA,2,103-A 104-C,-58.82641849761194,-27.503803253244289
1063,VUELTA,2,103-A 104-C,-58.826331577311564,-27.505225075544224
1064,IDA,7,103-A 103-C-ESPERANZA-PUERTO 103-B 105-C-PERICHON 106-A 106-B 106-C,-58.832310416720951,-27.461395437035737
1065,IDA,1,103-A,-58.829383017516847,-27.470050662499077
1066,IDA,2,103-C-ESPERANZA-PUERTO 103-C-ESPERANZA-MONTAÃ‘A,-58.790662807321588,-27.547400297739181
1067,VUELTA,1,103-C-ESPERANZA-PUERTO,-58.795492124635565,-27.527188344040425
1069,IDA,1,106-A,-58.787380705518935,-27.505328843440473
1070,IDA,1,106-A,-58.778689929198734,-27.501739880139745
1071,IDA,1,106-A,-58.775568089291426,-27.500711253039462
1072,IDA,1,106-A,-58.777045651195493,-27.496338917039775
1073,IDA,1,106-A,-58.777844614197619,-27.494458520939922
1074,IDA,1,106-A,-58.7917551369314,-27.488611137641541
1075,IDA,1,106-A,-58.785815804215211,-27.50554501274031
1076,IDA,1,106-A,-58.799170439049256,-27.48662118994233
1077,IDA,1,106-A,-58.798983606448921,-27.485576301942352
1078,IDA,1,106-A,-58.798564762748207,-27.483381752042373
1079,IDA,1,106-A,-58.783903975910619,-27.505783645540102
1080,IDA,1,106-A,-58.781440450704729,-27.50613090783985
1081,IDA,1,106-A,-58.780261787501885,-27.50631262743973
1082,IDA,1,106-A,-58.779751245800853,-27.50498761623971
1103,IDA,1,102-B,-58.804197401660595,-27.491626359642627
1117,IDA,1,103-B,-58.7911229738259,-27.521211292740237
1118,IDA,1,103-B,-58.791247528926348,-27.520145282240275
1119,IDA,1,103-B,-58.791351045426687,-27.519111793640324
1120,IDA,1,103-B,-58.79148641312716,-27.517874540840403
1121,IDA,1,103-B,-58.78938523762222,-27.517618557540203
1122,IDA,1,103-B,-58.789300664221862,-27.51871164154015
1123,VUELTA,1,103-B 103-C-ESPERANZA-MONTAÑA,-58.793415508131076,-27.523489493940367
1126,IDA,1,103-B,-58.789195722821503,-27.519743370040111
1127,IDA,4,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.802719194433294,-27.468457382379512
1130,IDA,3,104-A 104-C 104-D 108-A-B,-58.836459896767799,-27.461743791357573
1131,VUELTA,2,106-C 110-B 102-A,-58.789493615625915,-27.489406580241276
1132,VUELTA,2,106-C 110-B 102-A,-58.787619925021453,-27.489683266841073
1133,IDA,2,106-C 106-A 102-A,-58.787777187172814,-27.48947066541789
1134,IDA,3,106-C 106-A 110-B 102-A,-58.786097122323099,-27.489763801347515
1135,VUELTA,1,106-B,-58.796514870872898,-27.487804702387056
1136,IDA,1,104-B,-58.839376493934118,-27.468460824857033
1144,VUELTA,1,108-A-B,-58.823233797513083,-27.465961189072978
1146,VUELTA,2,108-A-B 102-B 110-B,-58.816048844495803,-27.484890319302284
1147,IDA,2,108-A-B 108-C,-58.792796728427831,-27.508910234780746
1148,IDA,3,102-A 102-B 102-C,-58.838002331247054,-27.467175562775907
1149,VUELTA,1,102-A,-58.783311667287073,-27.484523666823051
1151,IDA,2,102-A 102-C,-58.787450840671177,-27.483733529460366
1152,IDA,2,102-B 108-A-B,-58.799904240856556,-27.491334765309375
1190,IDA,2,104-C 103-A,-58.831069464897489,-27.500166292257422
1191,IDA,2,104-C 104-D,-58.836612947356087,-27.477223453261782
1192,IDA,1,104-C,-58.821762506741038,-27.459679852133611
1193,VUELTA,2,104-C 104-D,-58.819041494819288,-27.461574694504836
1194,VUELTA,2,104-C 104-D,-58.829029652954397,-27.461296063351611
1195,IDA,1,104-D 103-A 110-B,-58.832109910837666,-27.493731095872253
1197,VUELTA,2,104-D 103-A,-58.832913901446936,-27.489289115810035
1198,IDA,1,105-C-PERICHON 109-A 109-B-YECOHA,-58.753445852768124,-27.450031771849392
1199,VUELTA,1,105-C-PERICHON 109-A 109-B-YECOHA,-58.753328972344889,-27.450484123139141
1200,IDA,1,105-C-PERICHON 109-A 109-B-YECOHA,-58.755497998224428,-27.451765104653443
1202,VUELTA,1,105-C-PERICHON 109-A 109-B-YECOHA,-58.757736428454926,-27.45377368493947
1204,IDA,1,105-C-PERICHON 109-A 109-B-YECOHA,-58.765096437560558,-27.459040158512455
1206,VUELTA,1,105-C-PERICHON 105-C-250VIV,-58.767807033678103,-27.459601454540245
1207,IDA,1,106-A,-58.782707795373277,-27.50596544025397
1208,IDA,1,106-A,-58.779511216744325,-27.502142918987314
1209,VUELTA,1,106-A,-58.779485926661863,-27.501857395324539
1210,IDA,2,106-A 110-B,-58.781353582490375,-27.490445831535233
1211,IDA,2,106-A 110-B 102-A,-58.783745922092734,-27.490118057433307
1212,IDA,3,106-A 106-C 110-B 102-A,-58.78938373325726,-27.489223734989693
1213,IDA,1,106-A,-58.798764680272853,-27.484286850416822
1214,VUELTA,2,102-A 106-A,-58.78991378586592,-27.483983524024023
1215,IDA,1,106-B,-58.792196725469779,-27.500484503039914
1216,VUELTA,1,106-B,-58.792244129663736,-27.500325419504293
1217,IDA,1,106-B,-58.796099663766093,-27.493989205501165
1218,VUELTA,1,106-B,-58.790448373953055,-27.496799232064888
1219,IDA,1,106-C,-58.777213814508137,-27.515992559573434
1220,IDA,1,106-C,-58.77910093814188,-27.519504437516698
1221,IDA,1,106-C,-58.781286741667607,-27.518032169087764
1222,IDA,1,106-C,-58.784450000271669,-27.516447942021465
1223,IDA,1,106-C,-58.782822724488028,-27.513522088454049
1224,VUELTA,1,106-C,-58.785748210683863,-27.505328595744043
1225,VUELTA,1,104-A 104-C 104-D 108-A-B,-58.83467175150043,-27.461230437554949
1226,VUELTA,1,104-A 104-D 104-C 108-A-B,-58.832213762043054,-27.461269235368608
1227,IDA,1,108-C,-58.800185478384954,-27.510589945417308
1228,IDA,1,108-C,-58.799240248003116,-27.510714135809376
1229,IDA,1,108-C,-58.798172955983958,-27.50981242471024
1230,IDA,1,108-C,-58.801298445847088,-27.504470853374634
1231,IDA,1,108-C,-58.802254632876519,-27.504384070603912
1232,IDA,1,108-C,-58.816749646145233,-27.490258676990347
1233,IDA,1,108-C,-58.816189826641214,-27.487097929170496
1234,VUELTA,1,108-C,-58.816512833957852,-27.487494326315581
1235,VUELTA,1,108-C,-58.8172084796051,-27.491121141557198
1236,IDA,2,109-A 109-B-YECOHA 103-A,-58.81318669777059,-27.508071346734788
1238,VUELTA,2,105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.768505148646071,-27.461222440776897
1250,IDA,2,101-B 101-C 110-A,-58.804422144292936,-27.47312054617818
1251,IDA,2,101-B 101-C 110-A,-58.801553511599693,-27.473939350231198
1252,IDA,2,101-B 101-C 110-A,-58.798524515336318,-27.474832927102685
1253,IDA,2,101-B 101-C 110-A,-58.795938068490933,-27.475364424108314
1254,IDA,2,101-B 101-C 110-A,-58.793580615019842,-27.475791153487791
1255,IDA,2,101-B 101-C 110-A,-58.79106939856954,-27.476211426147731
1257,IDA,3,101-B 101-C 110-A,-58.788438625200861,-27.476102176480342
1258,IDA,3,101-B 101-C 110-A,-58.788159148845395,-27.474570327875249
1260,IDA,3,101-B 101-C 110-A,-58.787963565549028,-27.473181480242541
1261,IDA,2,101-B 101-C,-58.787985521200021,-27.47221625894036
1262,IDA,2,101-B 101-C,-58.787651012868075,-27.471029445904392
1264,IDA,2,101-B 101-C,-58.786451190920523,-27.477070601807174
1265,IDA,2,101-B 101-C,-58.78264873567354,-27.478343247160275
1266,IDA,2,101-B 101-C,-58.782510273090764,-27.483164006337553
1267,IDA,2,101-B 101-C,-58.779571103139261,-27.490343264818968
1268,IDA,2,101-B 101-C,-58.777628161157679,-27.494217059308774
1269,IDA,2,101-B 101-C,-58.774919604897242,-27.493634319807061
1270,IDA,2,101-B 101-C,-58.773064941272004,-27.494151493394966
1271,IDA,2,101-B 101-C,-58.773267862772769,-27.495377824353469
1272,IDA,2,101-B 101-C,-58.7723456394598,-27.496330015925764
1273,IDA,2,101-B 101-C,-58.771063853919621,-27.494255780849294
1274,IDA,2,101-B 101-C,-58.771746390830458,-27.492823859846713
1275,IDA,2,101-B 101-C,-58.771383687532918,-27.490595141988617
1276,IDA,2,101-B 101-C,-58.771038595569642,-27.488320848575128
1277,IDA,2,101-B 101-C,-58.770708123876076,-27.48627025102369
1278,IDA,2,101-B 101-C,-58.770511109495793,-27.485028724787863
1279,IDA,2,101-B 101-C,-58.770679143209151,-27.48221020321342
1280,IDA,2,101-B 101-C,-58.770601931595323,-27.480954491316201
1281,IDA,2,101-B 101-C,-58.771706779407658,-27.480476460034662
1282,IDA,2,101-B 101-C,-58.774075008073446,-27.480121336203339
1283,IDA,2,101-B 101-C,-58.775804427153666,-27.479831690516058
1284,IDA,2,101-B 101-C,-58.777784259989403,-27.4795645464317
1285,IDA,2,101-B 101-C,-58.779382643084027,-27.479273705219114
1286,VUELTA,2,101-B 101-C,-58.786503427691663,-27.477242544745334
1287,VUELTA,2,101-B 101-C,-58.788079639829853,-27.476890435533068
1288,VUELTA,2,101-B 101-C 110-A,-58.791453029863149,-27.476294784732456
1289,VUELTA,2,101-B 101-C 110-A,-58.793096463781382,-27.476044823930401
1290,VUELTA,2,101-B 101-C,-58.795739459555804,-27.475554518667867
1291,VUELTA,2,101-B 101-C 110-A,-58.799211595363147,-27.474776611229434
1292,VUELTA,2,101-B 101-C,-58.800588917497272,-27.474371831495787
1293,VUELTA,2,101-B 101-C 110-A,-58.803617886144998,-27.47347820870587
1294,VUELTA,3,101-B 101-C 110-A,-58.787797291764925,-27.4709367188531
1298,VUELTA,3,101-B 101-C 110-A,-58.788227575912266,-27.473783350303368
1300,VUELTA,3,101-B 101-C 110-A,-58.788601082393271,-27.47609342801038
1312,VUELTA,1,110-B,-58.822194386979248,-27.487510989527721
1314,VUELTA,1,110-B,-58.824098240550121,-27.485160683286587
1315,VUELTA,1,110-B,-58.80788328191916,-27.487963313453012
1316,VUELTA,1,110-B,-58.799567451213903,-27.491250665511089
1317,VUELTA,1,110-B,-58.799544585791466,-27.488117248869468
1318,VUELTA,1,110-B,-58.79848230037512,-27.487781071113282
1319,VUELTA,1,102-A 110-B,-58.783695183205538,-27.490287714436111
1320,VUELTA,1,102-A 110-B,-58.781368866870061,-27.490647606406341
1321,IDA,1,110-B,-58.795235877492829,-27.488005235147646
1322,IDA,1,110-B,-58.797788074935042,-27.488038078771826
1323,IDA,1,110-B,-58.799731321149842,-27.489180377150944
1324,IDA,1,110-B,-58.799726548983969,-27.491193099849227
1325,IDA,1,110-B,-58.820752379759632,-27.486191363065327
1328,IDA,1,110-B,-58.819945319811595,-27.491076374627106
1330,IDA,1,110-B,-58.817975628768757,-27.494316666723556
1331,IDA,1,110-B,-58.816754500429269,-27.496082144565555
1333,IDA,1,110-B,-58.817340387595955,-27.49910785857902
1334,IDA,1,110-B,-58.818729572448134,-27.499749720196146
1335,IDA,1,110-B,-58.823924927769198,-27.499877571543244
1336,IDA,1,110-B,-58.825440442095498,-27.499359394678894
1337,IDA,1,110-B,-58.83836310508233,-27.493254903583001
1338,IDA,1,110-B,-58.840610239760132,-27.493182183022238
1339,IDA,1,110-B,-58.823002707515066,-27.486401573006876
1340,VUELTA,1,VUELTA-ORIGINAL,-58.823206013016886,-27.48456137642922
1341,VUELTA,1,VUELTA-ORIGINAL,-58.820851208912465,-27.484729449277037
1342,VUELTA,1,VUELTA-ORIGINAL,-58.818199728239861,-27.484935612486883
1343,VUELTA,1,VUELTA-ORIGINAL,-58.816135452415509,-27.485106071705228
1344,VUELTA,1,110-B,-58.823990332680388,-27.482596519742678
1345,VUELTA,1,110-B,-58.820573145128513,-27.482486308178231
1349,VUELTA,1,110-A,-58.84933262586798,-27.482934002377249
1350,VUELTA,1,110-A 104-A,-58.848081310943527,-27.483690909707072
1351,VUELTA,1,110-A,-58.84560778833638,-27.484320806927641
1352,VUELTA,1,110-A,-58.84543939653598,-27.482985602742783
1353,VUELTA,1,110-A,-58.845160014195542,-27.480821246256856
1354,VUELTA,1,110-A,-58.844826828782274,-27.478354112476428
1355,VUELTA,1,110-A,-58.844546910043491,-27.476243101803259
1360,VUELTA,1,110-A,-58.840942497577309,-27.472751734751839
1361,IDA,1,110-A,-58.848795421075643,-27.486734869295837
1362,IDA,1,110-A,-58.84721230134825,-27.486112025100368
1363,IDA,1,110-A,-58.845998336759912,-27.485604010242373
1364,IDA,1,110-A,-58.844563710958873,-27.485495565732339
1365,IDA,1,110-A,-58.843402471586117,-27.484850774746736
1366,IDA,1,110-A,-58.840567541062086,-27.485167626254228
1367,VUELTA,1,110-A,-58.840643090950536,-27.485025982952813
1368,VUELTA,1,110-A,-58.839274285911046,-27.485161928290342
1369,IDA,1,110-A 104-D,-58.836505833057743,-27.485657091569394
1370,VUELTA,1,110-A 104-D,-58.835176467630063,-27.485833975247093
1371,IDA,1,110-A,-58.834515568087184,-27.485833523691959
1372,VUELTA,1,104-D 110-A,-58.8326517023972,-27.485909364268444
1373,IDA,1,110-A,-58.831254962866637,-27.484911898284935
1374,IDA,1,110-A,-58.830939578666637,-27.487261824158988
1375,VUELTA,1,110-A 103-A,-58.830686755274357,-27.486924344113866
1376,IDA,1,110-A,-58.830961249095559,-27.487907312680697
1,VUELTA,1,105-A,-58.779873216561008,-27.443318906322808
2,IDA,3,105-A 105-C-250VIV 105-C-PERICHON,-58.776327573597882,-27.463186310740969
3,IDA,3,105-A 105-C-250VIV 105-C-PERICHON,-58.778183625059398,-27.463691796505
4,IDA,3,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.780495197281482,-27.46427417566629
5,IDA,3,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA 110-A,-58.782679420770265,-27.46482520114434
6,IDA,3,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.783794121929319,-27.46510649744431
8,IDA,3,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.787866779494685,-27.46610604953235
9,IDA,4,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.791127922964591,-27.466911139721923
10,IDA,4,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.792763224954037,-27.46732752499895
11,IDA,4,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.796430908905663,-27.468238006440576
12,IDA,1,105-A,-58.78163248011284,-27.443857893442225
13,IDA,4,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.797556984154909,-27.468532926511518
14,IDA,4,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.799066698032405,-27.468905557348069
15,IDA,1,105-A,-58.805327030766065,-27.468526840343589
16,IDA,1,105-A,-58.806119707367593,-27.471415076543558
20,IDA,1,105-A,-58.815538619589894,-27.471846157844453
21,IDA,1,105-A,-58.81682666669299,-27.471688997144589
1377,IDA,1,110-A,-58.830989484383402,-27.489010160033352
1378,VUELTA,1,110-A 104-D 103-A,-58.830725316549191,-27.488667503601267
1379,VUELTA,1,110-A,-58.830776391625612,-27.489765461576756
1380,IDA,1,110-A,-58.831107005699089,-27.490830199569235
1393,IDA,1,110-A 110-B,-58.817939891948619,-27.482802564266773
1394,IDA,1,110-A 110-B,-58.815800456649285,-27.483079085123229
1395,VUELTA,1,110-A,-58.815807783726726,-27.482926713237735
1396,IDA,1,110-A,-58.815094488365823,-27.480903430015566
1398,VUELTA,1,110-A,-58.810409180848218,-27.4715649820895
1399,IDA,1,110-A,-58.810537464687393,-27.471820135258731
1401,VUELTA,1,105-A 101-B 101-C 110-A,-58.808432515178119,-27.472086680060318
1408,IDA,1,110-A,-58.794538205802652,-27.475755051166772
1413,IDA,1,110-A,-58.789684083973356,-27.476571643299867
1414,IDA,1,110-A,-58.787804136240233,-27.472144241653094
1415,IDA,1,110-A,-58.78756396504388,-27.470666085413516
1416,IDA,1,110-A,-58.787280361458897,-27.468732790094649
1417,IDA,1,110-A,-58.787050621170572,-27.467343643079197
1418,VUELTA,1,110-A,-58.787136788038509,-27.466757524167811
1419,IDA,1,110-A,-58.78653880341966,-27.4659647404957
1420,IDA,1,110-A,-58.784101567736954,-27.465371854131121
1421,VUELTA,1,110-A,-58.784140318773233,-27.465214677801416
1422,IDA,1,110-A,-58.781761187603863,-27.464779773031644
1423,VUELTA,1,110-A,-58.781697837220854,-27.464583595796288
1424,IDA,1,110-A,-58.778310513983236,-27.463888293271793
1425,IDA,1,110-A,-58.776469875792117,-27.463440238468216
1426,VUELTA,1,110-A,-58.776486078513535,-27.46326254190538
1429,VUELTA,1,110-A,-58.775494429777886,-27.460731053583299
1430,IDA,1,110-A,-58.775888279326381,-27.459367696421506
1431,VUELTA,1,110-A,-58.776233736955284,-27.458517105109028
1434,VUELTA,1,105-A 110-A,-58.777711734350042,-27.45465319111651
1435,IDA,1,105-A 110-A,-58.778171306515617,-27.45326499629611
1437,IDA,1,110-A,-58.778551478545005,-27.451586479218182
1440,VUELTA,1,110-A,-58.780715985330531,-27.446003500070304
1443,VUELTA,1,110-A 104-A,-58.843340309155622,-27.477575926964306
1444,VUELTA,1,110-A 104-A,-58.843680270519329,-27.479936415443412
1445,VUELTA,1,110-A 104-A,-58.843974670177452,-27.482296524260558
1447,VUELTA,4,110-A 104-A 104-C 104-D 108-A-B,-58.839304425601995,-27.469399857808806
1448,IDA,1,104-A,-58.838816335490208,-27.473077554493294
1449,VUELTA,1,104-D,-58.820339950579232,-27.461578123487882
1450,VUELTA,1,104-D,-58.82153661895979,-27.461544399823357
1451,VUELTA,1,104-D,-58.823658669421029,-27.461431319091322
1502,VUELTA,1,110 C- SANTA CATALINA,-58.807814007157468,-27.525115551959765
1503,VUELTA,1,110 C- SANTA CATALINA,-58.806235528536945,-27.527529642452613
1504,VUELTA,1,110 C- SANTA CATALINA,-58.803002908275701,-27.526401475196014
322,IDA,1,103-D,-58.763943143954805,-27.572566710535586
23,IDA,1,105-A,-58.818427023496788,-27.471515240244742
25,IDA,2,105-A 105-B,-58.820259726601151,-27.471355313544944
26,IDA,2,105-A 105-B,-58.82261286210678,-27.471139479545158
27,IDA,2,105-A 105-B,-58.824612868011563,-27.470894560345364
28,IDA,2,105-A 105-B,-58.827020821217303,-27.470659447945593
32,IDA,5,104-A 105-A 105-B 104-C 104-D 108-C 108-A-B,-58.838051204882348,-27.467766141844137
33,IDA,9,105-A 105-B 102-C 102-A 102-B 103-D 104-A 104-C 104-D 108-A-B,-58.837682099143386,-27.463897515246856
36,VUELTA,10,105-A 105-B 105-C-PERICHON 105-C-250VIV 108-C 104-A 104-B 104-C 104-D 110-A,-58.83911492358849,-27.465275394395061
103,VUELTA,2,109-A 109-B-YECOHA 103-A,-58.817577565065811,-27.508508313068376
1500,IDA,1,110 C- SANTA CATALINA,-58.80270232738274,-27.523608244938476
1501,IDA,1,110 C- SANTA CATALINA,-58.806444672775264,-27.523481600537952
37,VUELTA,9,105-A 105-B 105-C-250VIV 105-C-PERICHON 104-B 103-A 103-D 103-B 103-C-ESPERANZA-PUERTO,-58.836178385639244,-27.468757007346543
38,VUELTA,9,105-A 105-B 105-C-250VIV 105-C-PERICHON 104-B 103-A 103-B 103-C-ESPERANZA-PUERTO 103-D,-58.83260459363072,-27.469118267446177
43,IDA,1,105-A 110-A,-58.778505192004339,-27.452769700541573
104,VUELTA,2,109-A 109-B-YECOHA 103-A,-58.820068352371038,-27.508819815348385
105,VUELTA,2,109-A 109-B-YECOHA 103-A,-58.82210801735603,-27.509034487325945
106,VUELTA,2,109-A 109-B-YECOHA 103-A,-58.823941960933837,-27.509219600992736
108,VUELTA,3,109-A 109-B-YECOHA 104-C,-58.829754998019155,-27.50979162014437
109,IDA,5,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO 110-B,-58.815084655785661,-27.498086376243421
110,IDA,5,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO 110-B,-58.817900053192851,-27.494008161243848
111,IDA,5,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO,-58.819231099396255,-27.491994325144063
112,IDA,5,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO,-58.820396938399291,-27.489753339544251
